"ECOREGION","DateName","tempC","Year"
"Cape Howe","1950.02.15",19.2686386108398,1950
"Celtic Seas","1950.02.15",9.68600579439583,1950
"Central Chile","1950.02.15",19.0832432508469,1950
"East Greenland Shelf","1950.02.15",0.758584915536695,1950
"Gulf of Alaska","1950.02.15",3.29579913718069,1950
"Gulf of Maine/Bay of Fundy","1950.02.15",6.69688857120016,1950
"Gulf of St. Lawrence - Eastern Scotian Shelf","1950.02.15",0.769138296636251,1950
"Houtman","1950.02.15",23.1481168535021,1950
"Humboldtian","1950.02.15",22.6834244881907,1950
"Leeuwin","1950.02.15",19.6005927232596,1950
"Manning-Hawkesbury","1950.02.15",23.7896377563477,1950
"Namaqua","1950.02.15",20.2494034540086,1950
"North American Pacific Fijordland","1950.02.15",5.67590348903949,1950
"North Sea","1950.02.15",6.06329246622617,1950
"Northeastern Honshu","1950.02.15",9.70198862369244,1950
"Northeastern New Zealand","1950.02.15",20.8301368404079,1950
"Northern California","1950.02.15",12.2111539262714,1950
"Northern Grand Banks - Southern Labrador","1950.02.15",-0.110441681508924,1950
"Oregon, Washington, Vancouver Coast and Shelf","1950.02.15",8.21008846371673,1950
"Scotian Shelf","1950.02.15",5.46491505418505,1950
"Sea of Japan/East Sea","1950.02.15",5.19891795036585,1950
"South Australian Gulfs","1950.02.15",18.9692240628329,1950
"South European Atlantic Shelf","1950.02.15",13.1800516577328,1950
"Southern California Bight","1950.02.15",15.3107485303692,1950
"Southern Norway","1950.02.15",6.96333916290947,1950
"Virginian","1950.02.15",11.78186132969,1950
"Western Bassian","1950.02.15",16.8644771311018,1950
"Agulhas Bank","1950.03.16",21.0201129424266,1950
"Aleutian Islands","1950.03.16",3.55354070813401,1950
"Bassian","1950.03.16",15.2520508485682,1950
"Beaufort Sea - continental coast and shelf","1950.03.16",-1.79999995231628,1950
"Cape Howe","1950.03.16",19.80748821127,1950
"Celtic Seas","1950.03.16",9.84389142262734,1950
"Central Chile","1950.03.16",18.3151523470879,1950
"East Greenland Shelf","1950.03.16",0.815061393482932,1950
"Gulf of Alaska","1950.03.16",4.14347608069069,1950
"Gulf of Maine/Bay of Fundy","1950.03.16",5.73858163667762,1950
"Gulf of St. Lawrence - Eastern Scotian Shelf","1950.03.16",0.68442047917499,1950
"Houtman","1950.03.16",22.8323863347371,1950
"Humboldtian","1950.03.16",22.2312817419729,1950
"Leeuwin","1950.03.16",19.6886070324824,1950
"Manning-Hawkesbury","1950.03.16",23.7698157310486,1950
"Namaqua","1950.03.16",20.3455762409029,1950
"North American Pacific Fijordland","1950.03.16",6.01055926543016,1950
"North Sea","1950.03.16",6.33130381537265,1950
"Northeastern Honshu","1950.03.16",10.6806511695568,1950
"Northeastern New Zealand","1950.03.16",20.4603993699357,1950
"Northern California","1950.03.16",12.3445085756706,1950
"Northern Grand Banks - Southern Labrador","1950.03.16",-0.120696641504765,1950
"Oregon, Washington, Vancouver Coast and Shelf","1950.03.16",8.7674666116404,1950
"Scotian Shelf","1950.03.16",4.06309811132295,1950
"Sea of Japan/East Sea","1950.03.16",6.1625113816365,1950
"South Australian Gulfs","1950.03.16",18.8535410274159,1950
"South European Atlantic Shelf","1950.03.16",13.4819965811337,1950
"Southern California Bight","1950.03.16",15.055045894548,1950
"Southern Norway","1950.03.16",6.64678775745889,1950
"Virginian","1950.03.16",10.6372746687669,1950
"Western Bassian","1950.03.16",17.059070719613,1950
"Agulhas Bank","1950.04.16",19.8177960224641,1950
"Aleutian Islands","1950.04.16",3.5327544377285,1950
"Bassian","1950.04.16",14.4861480488497,1950
"Beaufort Sea - continental coast and shelf","1950.04.16",-1.79999995231628,1950
"Cape Howe","1950.04.16",18.8780378802069,1950
"Celtic Seas","1950.04.16",10.0131991515725,1950
"Central Chile","1950.04.16",17.0452122092247,1950
"East Greenland Shelf","1950.04.16",0.651115068367549,1950
"Gulf of Alaska","1950.04.16",4.71102196130997,1950
"Gulf of Maine/Bay of Fundy","1950.04.16",6.15130611087965,1950
"Gulf of St. Lawrence - Eastern Scotian Shelf","1950.04.16",1.09504964618156,1950
"Houtman","1950.04.16",22.387031979031,1950
"Humboldtian","1950.04.16",20.5180753892468,1950
"Leeuwin","1950.04.16",18.9447340231675,1950
"Manning-Hawkesbury","1950.04.16",22.6557985305786,1950
"Namaqua","1950.04.16",19.0351384480794,1950
"North American Pacific Fijordland","1950.04.16",6.71398895703829,1950
"North Sea","1950.04.16",7.32568104149865,1950
"Northeastern Honshu","1950.04.16",12.6563862653879,1950
"Northeastern New Zealand","1950.04.16",19.5351458884574,1950
"Northern California","1950.04.16",12.4890110998443,1950
"Northern Grand Banks - Southern Labrador","1950.04.16",0.369417392593973,1950
"Oregon, Washington, Vancouver Coast and Shelf","1950.04.16",9.32698289738145,1950
"Scotian Shelf","1950.04.16",4.6990102997848,1950
"Sea of Japan/East Sea","1950.04.16",7.919384108419,1950
"South Australian Gulfs","1950.04.16",17.939469164068,1950
"South European Atlantic Shelf","1950.04.16",13.7506526947021,1950
"Southern California Bight","1950.04.16",15.6635482451495,1950
"Southern Norway","1950.04.16",6.45731875170832,1950
"Virginian","1950.04.16",11.7034076299423,1950
"Western Bassian","1950.04.16",16.0323614279429,1950
"Agulhas Bank","1950.05.16",18.7497569842216,1950
"Aleutian Islands","1950.05.16",4.17173105665723,1950
"Bassian","1950.05.16",13.9597661261465,1950
"Beaufort Sea - continental coast and shelf","1950.05.16",-1.79999995231628,1950
"Cape Howe","1950.05.16",17.5047569603756,1950
"Celtic Seas","1950.05.16",11.379034850557,1950
"Central Chile","1950.05.16",16.7492619752884,1950
"East Greenland Shelf","1950.05.16",1.0673990175128,1950
"Gulf of Alaska","1950.05.16",5.36534314889174,1950
"Gulf of Maine/Bay of Fundy","1950.05.16",8.76283898560897,1950
"Gulf of St. Lawrence - Eastern Scotian Shelf","1950.05.16",4.25775757202735,1950
"Houtman","1950.05.16",22.1358180575901,1950
"Humboldtian","1950.05.16",19.3719442736718,1950
"Leeuwin","1950.05.16",18.5286371891315,1950
"Manning-Hawkesbury","1950.05.16",21.2384227752686,1950
"Namaqua","1950.05.16",18.3164683296567,1950
"North American Pacific Fijordland","1950.05.16",7.5805584027217,1950
"North Sea","1950.05.16",9.48972363941005,1950
"Northeastern Honshu","1950.05.16",15.4970160264235,1950
"Northeastern New Zealand","1950.05.16",18.4484600891938,1950
"Northern California","1950.05.16",12.7159520640518,1950
"Northern Grand Banks - Southern Labrador","1950.05.16",1.11748561555264,1950
"Oregon, Washington, Vancouver Coast and Shelf","1950.05.16",10.1718508698219,1950
"Scotian Shelf","1950.05.16",7.55416733877999,1950
"Sea of Japan/East Sea","1950.05.16",11.4610747565394,1950
"South Australian Gulfs","1950.05.16",17.2071403590116,1950
"South European Atlantic Shelf","1950.05.16",15.1827788296868,1950
"Southern California Bight","1950.05.16",15.6201627581727,1950
"Southern Norway","1950.05.16",8.12572716630024,1950
"Virginian","1950.05.16",15.2033739089966,1950
"Western Bassian","1950.05.16",15.5218217372894,1950
"Agulhas Bank","1950.06.16",17.9771573482416,1950
"Aleutian Islands","1950.06.16",5.76843998867011,1950
"Bassian","1950.06.16",13.024886523976,1950
"Beaufort Sea - continental coast and shelf","1950.06.16",-1.53136566410894,1950
"Cape Howe","1950.06.16",15.7275300848073,1950
"Celtic Seas","1950.06.16",13.262031425864,1950
"Central Chile","1950.06.16",16.0679184496403,1950
"East Greenland Shelf","1950.06.16",1.89388637989759,1950
"Gulf of Alaska","1950.06.16",7.6249289349613,1950
"Gulf of Maine/Bay of Fundy","1950.06.16",13.4510824369348,1950
"Gulf of St. Lawrence - Eastern Scotian Shelf","1950.06.16",9.63753500351539,1950
"Houtman","1950.06.16",20.4724808798896,1950
"Humboldtian","1950.06.16",18.0099493765062,1950
"Leeuwin","1950.06.16",17.728521658824,1950
"Manning-Hawkesbury","1950.06.16",19.6817238807678,1950
"Namaqua","1950.06.16",17.3729647681827,1950
"North American Pacific Fijordland","1950.06.16",10.3994196965144,1950
"North Sea","1950.06.16",12.7544053343476,1950
"Northeastern Honshu","1950.06.16",18.3611501547006,1950
"Northeastern New Zealand","1950.06.16",17.1319454296215,1950
"Northern California","1950.06.16",14.2508401292743,1950
"Northern Grand Banks - Southern Labrador","1950.06.16",3.94902508866553,1950
"Oregon, Washington, Vancouver Coast and Shelf","1950.06.16",12.6416360278462,1950
"Scotian Shelf","1950.06.16",12.6653398445674,1950
"Sea of Japan/East Sea","1950.06.16",15.820976427327,1950
"South Australian Gulfs","1950.06.16",16.1508938182484,1950
"South European Atlantic Shelf","1950.06.16",17.6054188784431,1950
"Southern California Bight","1950.06.16",16.3908304513669,1950
"Southern Norway","1950.06.16",10.4702468954999,1950
"Virginian","1950.06.16",20.7083366589668,1950
"Western Bassian","1950.06.16",14.4841912852393,1950
"Agulhas Bank","1950.07.16",16.9751329421997,1950
"Aleutian Islands","1950.07.16",8.44530863432015,1950
"Bassian","1950.07.16",12.4091673458324,1950
"Beaufort Sea - continental coast and shelf","1950.07.16",-0.756787087054963,1950
"Cape Howe","1950.07.16",14.8381055305744,1950
"Celtic Seas","1950.07.16",14.9195806778083,1950
"Central Chile","1950.07.16",14.8031330406666,1950
"East Greenland Shelf","1950.07.16",3.20636706810731,1950
"Gulf of Alaska","1950.07.16",10.1283393517519,1950
"Gulf of Maine/Bay of Fundy","1950.07.16",17.5639299309772,1950
"Gulf of St. Lawrence - Eastern Scotian Shelf","1950.07.16",13.8839850242321,1950
"Houtman","1950.07.16",19.9622602462769,1950
"Humboldtian","1950.07.16",16.4717015912456,1950
"Leeuwin","1950.07.16",16.2786175654485,1950
"Manning-Hawkesbury","1950.07.16",18.8829295158386,1950
"Namaqua","1950.07.16",16.2618160701933,1950
"North American Pacific Fijordland","1950.07.16",12.3249108681312,1950
"North Sea","1950.07.16",14.6685984251929,1950
"Northeastern Honshu","1950.07.16",22.1342301001916,1950
"Northeastern New Zealand","1950.07.16",16.3827565167401,1950
"Northern California","1950.07.16",15.5374131058202,1950
"Northern Grand Banks - Southern Labrador","1950.07.16",7.08982768245772,1950
"Oregon, Washington, Vancouver Coast and Shelf","1950.07.16",14.4365180259527,1950
"Scotian Shelf","1950.07.16",16.8302857875824,1950
"Sea of Japan/East Sea","1950.07.16",20.3279595250669,1950
"South Australian Gulfs","1950.07.16",15.0621811259877,1950
"South European Atlantic Shelf","1950.07.16",19.722480841244,1950
"Southern California Bight","1950.07.16",18.3065482494878,1950
"Southern Norway","1950.07.16",12.7828212406324,1950
"Virginian","1950.07.16",24.2445605840438,1950
"Western Bassian","1950.07.16",13.7867242760128,1950
"Agulhas Bank","1950.08.16",17.0225937916682,1950
"Aleutian Islands","1950.08.16",10.1390004008071,1950
"Bassian","1950.08.16",12.0321516523174,1950
"Beaufort Sea - continental coast and shelf","1950.08.16",-0.0260648651325956,1950
"Cape Howe","1950.08.16",14.7011612530412,1950
"Celtic Seas","1950.08.16",15.1988287052866,1950
"Central Chile","1950.08.16",14.2036262750626,1950
"East Greenland Shelf","1950.08.16",4.27849582892198,1950
"Gulf of Alaska","1950.08.16",11.7652653262147,1950
"Gulf of Maine/Bay of Fundy","1950.08.16",18.860511696857,1950
"Gulf of St. Lawrence - Eastern Scotian Shelf","1950.08.16",16.7961961306058,1950
"Houtman","1950.08.16",19.4053229226006,1950
"Humboldtian","1950.08.16",16.3722906266489,1950
"Leeuwin","1950.08.16",15.9785456290612,1950
"Manning-Hawkesbury","1950.08.16",18.9694820404053,1950
"Namaqua","1950.08.16",15.7341306777227,1950
"North American Pacific Fijordland","1950.08.16",13.7224598957942,1950
"North Sea","1950.08.16",15.6218704864627,1950
"Northeastern Honshu","1950.08.16",25.1267959154569,1950
"Northeastern New Zealand","1950.08.16",15.3212103457064,1950
"Northern California","1950.08.16",17.0522043632739,1950
"Northern Grand Banks - Southern Labrador","1950.08.16",10.3508653453752,1950
"Oregon, Washington, Vancouver Coast and Shelf","1950.08.16",16.0663674598516,1950
"Scotian Shelf","1950.08.16",18.9478321416037,1950
"Sea of Japan/East Sea","1950.08.16",23.9847847399504,1950
"South Australian Gulfs","1950.08.16",14.6829596866261,1950
"South European Atlantic Shelf","1950.08.16",20.2677794961368,1950
"Southern California Bight","1950.08.16",19.6954099617752,1950
"Southern Norway","1950.08.16",14.1446897050609,1950
"Virginian","1950.08.16",24.2752629304544,1950
"Western Bassian","1950.08.16",13.2081810898251,1950
"Agulhas Bank","1950.09.16",16.9196687845083,1950
"Aleutian Islands","1950.09.16",9.87872979625966,1950
"Bassian","1950.09.16",11.6190382639567,1950
"Beaufort Sea - continental coast and shelf","1950.09.16",0.142703835000383,1950
"Cape Howe","1950.09.16",14.6299670975784,1950
"Celtic Seas","1950.09.16",13.9444947566016,1950
"Central Chile","1950.09.16",14.0710504949093,1950
"East Greenland Shelf","1950.09.16",4.13615013360977,1950
"Gulf of Alaska","1950.09.16",11.0283219997699,1950
"Gulf of Maine/Bay of Fundy","1950.09.16",16.6759690823762,1950
"Gulf of St. Lawrence - Eastern Scotian Shelf","1950.09.16",14.2837893779461,1950
"Houtman","1950.09.16",19.2992030249702,1950
"Humboldtian","1950.09.16",15.9711938827269,1950
"Leeuwin","1950.09.16",15.6983711536114,1950
"Manning-Hawkesbury","1950.09.16",18.9942878723145,1950
"Namaqua","1950.09.16",15.6369207700094,1950
"North American Pacific Fijordland","1950.09.16",13.017569395212,1950
"North Sea","1950.09.16",13.8649495234255,1950
"Northeastern Honshu","1950.09.16",23.8265419739943,1950
"Northeastern New Zealand","1950.09.16",15.6824166581437,1950
"Northern California","1950.09.16",17.5220061215487,1950
"Northern Grand Banks - Southern Labrador","1950.09.16",8.75380450604009,1950
"Oregon, Washington, Vancouver Coast and Shelf","1950.09.16",15.8328182974527,1950
"Scotian Shelf","1950.09.16",17.1844032832554,1950
"Sea of Japan/East Sea","1950.09.16",21.6362588799518,1950
"South Australian Gulfs","1950.09.16",14.4306987849149,1950
"South European Atlantic Shelf","1950.09.16",19.1513406416949,1950
"Southern California Bight","1950.09.16",19.7852409587187,1950
"Southern Norway","1950.09.16",12.4377525578374,1950
"Virginian","1950.09.16",22.1334855495355,1950
"Western Bassian","1950.09.16",13.2279360029433,1950
"Agulhas Bank","1950.10.16",17.6040553068503,1950
"Aleutian Islands","1950.10.16",7.35164307348383,1950
"Bassian","1950.10.16",11.9727617525587,1950
"Beaufort Sea - continental coast and shelf","1950.10.16",-0.83785330847408,1950
"Cape Howe","1950.10.16",15.2378451577548,1950
"Celtic Seas","1950.10.16",12.8229067366002,1950
"Central Chile","1950.10.16",14.1477623283863,1950
"East Greenland Shelf","1950.10.16",2.81910112660665,1950
"Gulf of Alaska","1950.10.16",8.63483719132904,1950
"Gulf of Maine/Bay of Fundy","1950.10.16",14.3586658809496,1950
"Gulf of St. Lawrence - Eastern Scotian Shelf","1950.10.16",10.7159067850847,1950
"Houtman","1950.10.16",19.3664780722724,1950
"Humboldtian","1950.10.16",16.5124988863545,1950
"Leeuwin","1950.10.16",15.4361926592313,1950
"Manning-Hawkesbury","1950.10.16",19.8480688095093,1950
"Namaqua","1950.10.16",16.3095842770168,1950
"North American Pacific Fijordland","1950.10.16",11.1503644796518,1950
"North Sea","1950.10.16",11.9647635397364,1950
"Northeastern Honshu","1950.10.16",20.3511356940636,1950
"Northeastern New Zealand","1950.10.16",16.6211096016136,1950
"Northern California","1950.10.16",17.2565689086914,1950
"Northern Grand Banks - Southern Labrador","1950.10.16",5.08966454337625,1950
"Oregon, Washington, Vancouver Coast and Shelf","1950.10.16",14.3477490225504,1950
"Scotian Shelf","1950.10.16",15.839043208531,1950
"Sea of Japan/East Sea","1950.10.16",17.0548736489337,1950
"South Australian Gulfs","1950.10.16",14.4850211143494,1950
"South European Atlantic Shelf","1950.10.16",17.7785836612477,1950
"Southern California Bight","1950.10.16",19.4183305852553,1950
"Southern Norway","1950.10.16",10.3270582323489,1950
"Virginian","1950.10.16",19.1268875904572,1950
"Western Bassian","1950.10.16",13.161418279012,1950
"Agulhas Bank","1950.11.16",18.3097475002974,1950
"Aleutian Islands","1950.11.16",5.63560157751887,1950
"Bassian","1950.11.16",12.8592368294211,1950
"Beaufort Sea - continental coast and shelf","1950.11.16",-1.79737300078074,1950
"Cape Howe","1950.11.16",16.1107208317724,1950
"Celtic Seas","1950.11.16",11.4678193755069,1950
"Central Chile","1950.11.16",14.8491448462009,1950
"East Greenland Shelf","1950.11.16",1.94448783947871,1950
"Gulf of Alaska","1950.11.16",6.98704294057993,1950
"Gulf of Maine/Bay of Fundy","1950.11.16",12.6338758053987,1950
"Gulf of St. Lawrence - Eastern Scotian Shelf","1950.11.16",7.78496690896841,1950
"Houtman","1950.11.16",19.6117047203912,1950
"Humboldtian","1950.11.16",17.2888952993578,1950
"Leeuwin","1950.11.16",16.3498987601354,1950
"Manning-Hawkesbury","1950.11.16",20.4396913528442,1950
"Namaqua","1950.11.16",17.4925621123541,1950
"North American Pacific Fijordland","1950.11.16",9.16850138444167,1950
"North Sea","1950.11.16",9.28319923213271,1950
"Northeastern Honshu","1950.11.16",17.4366607666016,1950
"Northeastern New Zealand","1950.11.16",17.5981376493299,1950
"Northern California","1950.11.16",16.1913535089204,1950
"Northern Grand Banks - Southern Labrador","1950.11.16",2.68603202700615,1950
"Oregon, Washington, Vancouver Coast and Shelf","1950.11.16",12.3641637535982,1950
"Scotian Shelf","1950.11.16",13.7606891904558,1950
"Sea of Japan/East Sea","1950.11.16",12.9164357641469,1950
"South Australian Gulfs","1950.11.16",15.7734037312594,1950
"South European Atlantic Shelf","1950.11.16",16.0918169470394,1950
"Southern California Bight","1950.11.16",18.5953262179506,1950
"Southern Norway","1950.11.16",8.92045033496359,1950
"Virginian","1950.11.16",16.6908956918961,1950
"Western Bassian","1950.11.16",14.4038181040022,1950
"Agulhas Bank","1950.12.16",19.6017127403846,1950
"Aleutian Islands","1950.12.16",4.38099237507994,1950
"Bassian","1950.12.16",14.0279175627465,1950
"Beaufort Sea - continental coast and shelf","1950.12.16",-1.79999995231628,1950
"Cape Howe","1950.12.16",17.827440590694,1950
"Celtic Seas","1950.12.16",10.2916076385369,1950
"Central Chile","1950.12.16",16.1210980713367,1950
"East Greenland Shelf","1950.12.16",1.10660615634918,1950
"Gulf of Alaska","1950.12.16",5.83988572797205,1950
"Gulf of Maine/Bay of Fundy","1950.12.16",10.2407468298207,1950
"Gulf of St. Lawrence - Eastern Scotian Shelf","1950.12.16",6.04237554394282,1950
"Houtman","1950.12.16",20.2192825741238,1950
"Humboldtian","1950.12.16",19.3292880827381,1950
"Leeuwin","1950.12.16",17.5625368631803,1950
"Manning-Hawkesbury","1950.12.16",22.1521281242371,1950
"Namaqua","1950.12.16",18.1649270284744,1950
"North American Pacific Fijordland","1950.12.16",8.38300023445716,1950
"North Sea","1950.12.16",7.71824098415062,1950
"Northeastern Honshu","1950.12.16",14.7338581085205,1950
"Northeastern New Zealand","1950.12.16",19.1234718528954,1950
"Northern California","1950.12.16",15.1584013736609,1950
"Northern Grand Banks - Southern Labrador","1950.12.16",2.60556367565604,1950
"Oregon, Washington, Vancouver Coast and Shelf","1950.12.16",11.8470729561739,1950
"Scotian Shelf","1950.12.16",11.3351921864918,1950
"Sea of Japan/East Sea","1950.12.16",9.2466438262359,1950
"South Australian Gulfs","1950.12.16",17.8381676240401,1950
"South European Atlantic Shelf","1950.12.16",14.3806648703182,1950
"Southern California Bight","1950.12.16",17.5167759353039,1950
"Southern Norway","1950.12.16",7.9233356869739,1950
"Virginian","1950.12.16",12.9670764972002,1950
"Western Bassian","1950.12.16",16.1602180798848,1950
"Agulhas Bank","1951.01.16",20.2960032927684,1951
"Aleutian Islands","1951.01.16",3.24522231060004,1951
"Bassian","1951.01.16",15.3016637727326,1951
"Beaufort Sea - continental coast and shelf","1951.01.16",-1.79999995231628,1951
"Cape Howe","1951.01.16",19.3533058166504,1951
"Celtic Seas","1951.01.16",9.66611997555878,1951
"Central Chile","1951.01.16",18.0348185300827,1951
"East Greenland Shelf","1951.01.16",1.00485449104474,1951
"Gulf of Alaska","1951.01.16",4.47076230375176,1951
"Gulf of Maine/Bay of Fundy","1951.01.16",7.6044717664304,1951
"Gulf of St. Lawrence - Eastern Scotian Shelf","1951.01.16",3.14406908532748,1951
"Houtman","1951.01.16",21.2986918555366,1951
"Humboldtian","1951.01.16",21.8372147775465,1951
"Leeuwin","1951.01.16",18.4262810120216,1951
"Manning-Hawkesbury","1951.01.16",23.4934265136719,1951
"Namaqua","1951.01.16",18.8540159407116,1951
"North American Pacific Fijordland","1951.01.16",6.66820222414457,1951
"North Sea","1951.01.16",6.08696273897515,1951
"Northeastern Honshu","1951.01.16",12.2609946360955,1951
"Northeastern New Zealand","1951.01.16",20.5623467419599,1951
"Northern California","1951.01.16",13.4636900641701,1951
"Northern Grand Banks - Southern Labrador","1951.01.16",1.01915852491762,1951
"Oregon, Washington, Vancouver Coast and Shelf","1951.01.16",9.91876795125562,1951
"Scotian Shelf","1951.01.16",8.75576964446477,1951
"Sea of Japan/East Sea","1951.01.16",6.80112936911376,1951
"South Australian Gulfs","1951.01.16",18.4000589197332,1951
"South European Atlantic Shelf","1951.01.16",13.1853130340576,1951
"Southern California Bight","1951.01.16",15.7993445115931,1951
"Southern Norway","1951.01.16",6.80755431755729,1951
"Virginian","1951.01.16",10.3019040914682,1951
"Western Bassian","1951.01.16",16.8610051208072,1951
"Agulhas Bank","1951.02.15",20.8232751503969,1951
"Aleutian Islands","1951.02.15",2.97267497860411,1951
"Bassian","1951.02.15",15.2719002144009,1951
"Beaufort Sea - continental coast and shelf","1951.02.15",-1.79999995231628,1951
"Cape Howe","1951.02.15",19.6422196749983,1951
"Celtic Seas","1951.02.15",9.26940362332231,1951
"Central Chile","1951.02.15",18.5112525224686,1951
"East Greenland Shelf","1951.02.15",0.869916023933782,1951
"Gulf of Alaska","1951.02.15",4.26715365841857,1951
"Gulf of Maine/Bay of Fundy","1951.02.15",6.73163633761199,1951
"Gulf of St. Lawrence - Eastern Scotian Shelf","1951.02.15",1.79863510682033,1951
"Houtman","1951.02.15",21.8392234378391,1951
"Humboldtian","1951.02.15",22.4028790689284,1951
"Leeuwin","1951.02.15",19.0424806888287,1951
"Manning-Hawkesbury","1951.02.15",23.5391001701355,1951
"Namaqua","1951.02.15",19.6848151343209,1951
"North American Pacific Fijordland","1951.02.15",6.57210818804227,1951
"North Sea","1951.02.15",5.84931902220992,1951
"Northeastern Honshu","1951.02.15",10.7048412469717,1951
"Northeastern New Zealand","1951.02.15",20.5693611454319,1951
"Northern California","1951.02.15",13.2299901210901,1951
"Northern Grand Banks - Southern Labrador","1951.02.15",0.0270946648191003,1951
"Oregon, Washington, Vancouver Coast and Shelf","1951.02.15",9.61077782165173,1951
"Scotian Shelf","1951.02.15",7.35578485046114,1951
"Sea of Japan/East Sea","1951.02.15",5.88021255964818,1951
"South Australian Gulfs","1951.02.15",19.2768881537698,1951
"South European Atlantic Shelf","1951.02.15",12.613131758746,1951
"Southern California Bight","1951.02.15",15.7101787679336,1951
"Southern Norway","1951.02.15",6.74849246895832,1951
"Virginian","1951.02.15",9.87116598471617,1951
"Western Bassian","1951.02.15",17.5473902225494,1951
"Agulhas Bank","1951.03.16",20.4313747699444,1951
"Aleutian Islands","1951.03.16",2.81885325533789,1951
"Bassian","1951.03.16",15.5657820795097,1951
"Beaufort Sea - continental coast and shelf","1951.03.16",-1.79999995231628,1951
"Cape Howe","1951.03.16",20.1602039337158,1951
"Celtic Seas","1951.03.16",8.94227602926351,1951
"Central Chile","1951.03.16",17.9023162126541,1951
"East Greenland Shelf","1951.03.16",0.752929168528524,1951
"Gulf of Alaska","1951.03.16",3.8884472011501,1951
"Gulf of Maine/Bay of Fundy","1951.03.16",6.59538671244746,1951
"Gulf of St. Lawrence - Eastern Scotian Shelf","1951.03.16",2.15365809603379,1951
"Houtman","1951.03.16",21.7406946818034,1951
"Humboldtian","1951.03.16",22.1586756860056,1951
"Leeuwin","1951.03.16",18.7662806144127,1951
"Manning-Hawkesbury","1951.03.16",23.590259552002,1951
"Namaqua","1951.03.16",18.9704094841367,1951
"North American Pacific Fijordland","1951.03.16",5.81923507543711,1951
"North Sea","1951.03.16",5.47408737901781,1951
"Northeastern Honshu","1951.03.16",10.7196091505197,1951
"Northeastern New Zealand","1951.03.16",20.842389751125,1951
"Northern California","1951.03.16",12.4493605873801,1951
"Northern Grand Banks - Southern Labrador","1951.03.16",0.0987475324495166,1951
"Oregon, Washington, Vancouver Coast and Shelf","1951.03.16",8.87074141169703,1951
"Scotian Shelf","1951.03.16",7.55854147672653,1951
"Sea of Japan/East Sea","1951.03.16",5.97547047734261,1951
"South Australian Gulfs","1951.03.16",18.8907856507735,1951
"South European Atlantic Shelf","1951.03.16",12.4320540708654,1951
"Southern California Bight","1951.03.16",15.3474894504921,1951
"Southern Norway","1951.03.16",5.86351266114608,1951
"Virginian","1951.03.16",9.8499507414989,1951
"Western Bassian","1951.03.16",17.3387744161818,1951
"Agulhas Bank","1951.04.16",19.1701748187725,1951
"Aleutian Islands","1951.04.16",3.24588469289384,1951
"Bassian","1951.04.16",14.3194219364839,1951
"Beaufort Sea - continental coast and shelf","1951.04.16",-1.79999995231628,1951
"Cape Howe","1951.04.16",18.4608385809537,1951
"Celtic Seas","1951.04.16",9.37775851912418,1951
"Central Chile","1951.04.16",17.0801839232445,1951
"East Greenland Shelf","1951.04.16",0.727611762190622,1951
"Gulf of Alaska","1951.04.16",4.31455637043358,1951
"Gulf of Maine/Bay of Fundy","1951.04.16",7.58351628676705,1951
"Gulf of St. Lawrence - Eastern Scotian Shelf","1951.04.16",3.26447699964046,1951
